@RELATION SyntheticControl

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC

@DATA
3.185,3.372,1.022,1.473,2.09,0.307,1.12,0.164,0.208,0.064,0.338,0.415,2.119,1.644,0.961,0.981,0.47,0.301,0.328,0.413,0.829,0.283,1.801,2.402,0.215,1.265,0.414,0.094,0.446,0.151,0.652,0.307,0.027,0.401,0.424,0.155,0.946,1.198,0.875,1.532,0.504,0.142,0.232,0.075,0.059,0.563,0.315,0.55,0.895,0.383,0.868,1.818,0.822,2.153,1.745,0.803,0.716,0.543,0.216,0.798
0.227,0.044,0.776,0.081,0.403,0.821,0.516,1.056,1.529,1.52,0.018,1.079,0.269,0.96,1.485,0.245,0.339,0.139,1.607,0.305,0.475,1.678,1.844,0.097,0.449,0.785,0.42,0.656,0.415,0.016,0.153,2.607,0.497,0.604,0.701,0.539,0.148,0.79,0.299,0.356,0.452,0.082,0.4,1.397,1.028,0.82,0.014,0.499,0.872,0.647,1.849,0.444,1.4,1.16,1.004,1.559,0.883,0.488,0.152,0.468
0.849,0.983,1.532,0.765,1.125,0.752,1.472,1.079,0.932,3.78,1.254,0.028,0.823,0.063,0.601,0.714,1.424,1.512,0.392,0.228,0.607,0.587,0.451,0.754,0.601,0.947,1.055,0.775,0.274,1.36,0.186,0.643,0.183,0.799,0.841,0.332,0.085,1.525,1.806,0.077,1.477,0.148,0.716,0.695,0.008,0.836,0.565,2.099,0.663,0.128,1.217,0.47,0.486,1.764,0.617,1.923,0.01,0.606,1.481,0.771
0.459,0.563,2.938,1.21,1.658,0.415,3.527,0.774,0.59,1.068,1.053,0.257,1.319,1.379,1.6,0.224,1.113,1.24,0.475,0.64,0.399,0.759,0.721,0.562,0.568,0.403,0.004,1.235,1.05,1.709,0.351,1.743,0.895,0.109,0.861,0.825,0.259,0.164,1.58,0.092,1.053,2.169,0.526,0.244,0.225,0.123,0.223,0.047,0.487,0.396,1.766,0.06,0.591,0.315,0.671,0.357,0.167,0.47,0.656,0.807
1.036,0.443,0.216,0.276,1.373,0.048,0.367,1.956,0.491,0.491,0.823,0.445,2.064,0.625,0.267,0.26,0.087,0.301,0.117,0.576,1.128,0.625,0.496,1.464,1.103,0.275,0.206,0.996,0.693,0.692,0.079,0.76,0.617,0.093,1.01,0.584,0.649,0.824,1.042,1.067,0.191,1.195,0.026,0.545,0.089,0.567,0.901,0.618,0.617,0.959,2.315,0.063,1.155,1.275,1.086,3.057,1.075,2.106,0.636,1.065
0.776,1.689,0.42,1.558,1.053,0.945,0.721,1.32,1.223,0.017,0.929,0.211,1.393,1.326,0.714,1.372,0.822,1.168,0.328,0.35,1.124,0.579,0.606,0.454,0.23,0.253,1.529,0.984,0.199,0.055,0.919,0.891,0.747,0.019,0.28,2.667,0.397,0.075,0.155,0.733,1.64,1.229,2.526,0.501,0.177,0.346,1.763,0.257,0.446,0.489,1.629,2.357,0.035,2.013,0.719,1.035,0.355,3.872,0.865,0.435
2.555,0.158,1.318,0.131,0.273,0.302,0.804,2.288,0.751,0.544,0.518,0.039,0.808,0.977,0.852,0.197,0.152,0.379,0.94,0.35,0.036,0.585,1.321,0.185,0.142,0.357,0.914,0.174,0.007,0.079,0.257,1.634,0.821,0.96,0.599,0.682,0.173,0.202,0.443,0.206,1.556,0.446,1.221,1.719,0.076,0.139,0.913,0.744,0.625,0.803,0.799,1.925,0.425,0.843,0.103,0.217,0.734,0.583,0.783,0.048
2.275,0.804,1.357,1.122,0.637,1.092,0.334,0.794,0.34,0.049,0.675,0.642,0.663,0.127,0.303,0.442,0.365,0.281,1.577,0.862,0.832,1.004,0.601,0.517,1.32,0.767,0.59,0.988,0.965,0.117,1.331,0.789,0.26,0.742,1.032,1.183,0.294,1.674,0.393,0.511,0.419,0.247,0.036,0.745,0.1,0.452,2.337,0.954,0.115,0.973,1.756,0.277,0.175,0.729,0.007,0.685,1.143,1.066,1.416,0.64
1.762,0.866,0.423,0.823,1.464,1.935,0.097,1.193,0.478,1.079,0.942,0.526,0.214,0.598,0.269,0.463,0.242,0.475,0.418,1.813,2.099,0.902,0.925,0.273,0.294,1.085,1.099,0.398,0.592,0.174,0.662,0.848,0.921,0.871,0.016,0.848,1.263,1.525,1.447,1.364,0.6,0.517,0.485,0.603,0.882,1.941,3.173,1.077,1.792,0.317,0.92,1.235,0.074,2.108,0.61,0.31,0.688,0.716,0.125,0.774
1.256,1.941,3.078,0.053,1.164,1.742,0.86,0.661,0.83,0.217,0.46,0.195,1.493,0.382,0.627,0.482,0.041,0.236,0.588,0.565,0.416,1.735,0.274,1.611,0.284,0.547,0.643,1.54,0.41,1.101,0.13,0.38,0.466,0.563,1.575,0.586,0.228,1.111,1.088,0.483,0.354,0.965,1.375,0.952,1.654,0.555,1.6,2.344,2.059,1.569,1.436,0.175,0.748,0.843,2.798,0.501,2.349,1.642,0.825,2.446
0.177,1.353,0.564,0.072,0.444,0.751,0.14,1.136,1.215,0.71,0.087,0.066,1.07,0.838,0.116,0.212,2.534,1.527,0.896,0.766,0.282,1.215,0.215,0.645,0.262,0.309,0.536,0.161,1.359,0.213,0.451,0.155,0.013,0.333,1.489,0.906,0.482,0.306,0.127,0.004,0.396,1.511,0.362,1.039,0.758,0.328,1.391,0.358,0.292,0.561,0.545,0.758,0.571,0.807,1.682,0.551,0.144,0.222,0.703,1.643
0.884,1.942,0.744,2.042,1.45,1.352,0.011,0.341,0.648,1.595,1.753,0.269,0.199,1.094,1.102,0.024,0.455,1.695,0.443,0.093,0.343,0.231,1.663,1.811,0.304,0.804,1.265,1.491,0.891,0.779,0.626,1.065,0.607,0.358,1.287,2.013,0.632,0.76,0.614,0.796,0.158,0.793,0.211,0.827,0.525,1.798,0.144,0.487,0.456,0.554,0.693,0.391,1.429,0.615,0.734,0.761,0.637,1.243,0.336,0.158
1.518,0.897,2.01,0.944,0.276,0.243,0.335,2.431,0.93,0.268,0.857,1.442,0.583,2.014,0.14,0.85,0.054,0.97,0.555,0.604,0.931,0.254,0.296,1.32,0.29,1.219,0.701,0.246,0.13,0.528,1.132,1.905,0.172,0.265,0.994,0.826,1.071,0.808,0.265,0.421,0.453,0.088,2.104,0.206,0.127,2.191,0.58,0.018,0.558,0.259,2.144,1.003,1.245,0.922,1.16,0.76,0.852,0.734,1.472,0.189
0.561,1.075,0.303,1.368,1.474,0.985,0.997,2.859,1.698,1.182,0.819,0.724,1.45,3.046,0.813,0.614,0.426,0.467,0.074,0.755,0.284,0.386,0.288,0.621,0.244,2.164,0.719,0.881,0.729,0.679,0.716,0.813,1.171,0.358,0.284,1.11,2.007,0.812,0.801,0.792,0.327,0.346,0.729,0.205,1.495,1.194,0.119,1.393,0.203,0.859,0.077,1.035,1.448,0.592,0.258,1.044,0.072,1.442,1.466,1.801
0.732,0.543,0.551,0.368,1.077,1.237,0.249,0.496,0.125,0.823,0.114,0.528,0.573,0.46,0.08,0.299,0.173,1.091,0.259,2.259,1.087,0.393,0.488,0.443,0.702,1.623,0.351,0.468,1.08,1.707,0.859,0.342,0.55,1.443,1.163,2.174,0.979,0.668,1.173,0.95,1.595,1.535,1.421,0.62,0.067,0.45,0.155,0.067,0.346,0.233,1.312,0.329,1.93,0.351,1.999,0.314,2.84,1.529,1.216,2.144
1.035,0.639,1.105,1.169,1.43,1.362,0.051,1.831,0.768,0.398,0.918,0.398,0.918,1.91,1.182,0.201,1.282,1.108,0.474,0.534,0.897,0.392,0.671,0.83,0.707,0.189,0.097,1.34,0.808,0.418,0.257,1.12,0.994,1.244,0.239,0.494,0.272,0.346,0.664,1.128,0.704,0.854,0.265,0.947,0.57,0.002,0.296,0.757,1.343,0.732,1.415,1.136,0.672,0.33,0.726,1.492,0.719,0.033,3.123,1.816
0.812,0.823,0.789,0.927,0.324,0.761,0.634,0.835,0.842,2.228,0.65,0.483,0.067,0.786,1.155,0.743,0.01,0.913,0.002,0.163,0.391,0.688,0.694,0.21,0.562,1.093,0.273,0.099,0.891,1.629,0.712,0.068,1.337,0.074,0.761,0.981,0.587,0.89,0.713,1.324,1.097,0.432,1.297,0.421,0.869,0.331,0.389,0.589,0.102,1.07,0.878,0.492,0.853,0.809,0.297,1.834,0.162,0.5,0.273,2.677
2.089,1.563,0.529,0.839,0.212,0.416,0.025,0.428,0.442,0.418,1.458,1.316,0.194,0.836,0.014,0.401,0.386,1.338,0.29,1.517,1.045,0.316,0.063,1.111,1.848,1.091,0.114,0.541,0.561,0.296,0.01,0.31,0.205,0.777,0.681,0.294,1.045,0.424,0.203,0.508,0.722,0.559,0.079,0.124,0.14,0.859,0.6,0.014,0.531,0.396,0.549,0.548,0.083,1.44,1.381,1.186,2.619,0.762,2.093,0.353
0.337,0.613,0.508,1.198,0.711,1.32,0.404,0.785,1.874,0.586,1.332,0.358,0.095,0.349,0.277,1.474,1.004,0.095,0.561,1.631,1.735,0.411,0.204,0.454,0.404,0.629,0.481,0.197,0.037,0.314,0.89,0.716,0.518,1.193,0.766,0.382,1.363,0.6,0.142,0.805,0.607,0.163,1.434,0.299,0.216,1.015,0.023,0.184,0.865,0.394,0.842,1.576,0.739,0.275,0.316,0.857,0.357,1.284,0.442,0.849
1.515,1.385,0.179,2.299,0.377,0.822,1.426,1.106,0.519,0.853,0.053,1.373,1.046,1.177,0.675,0.74,0.789,1.026,0.397,1.007,1.117,0.319,0.418,0.744,2.09,0.416,0.095,0.764,0.478,0.028,0.487,0.964,0.283,0.204,0.557,0.367,0.881,0.563,0.563,1.56,1.42,1.017,1.662,0.86,0.659,1.568,1.44,0.096,2.084,1.443,2.512,0.722,0.081,0.286,1.18,1.065,1.07,0.156,0.331,0.175
2.595,0.892,1.187,1.918,0.571,0.407,0.231,0.599,0.655,0.614,0.083,0.362,1.849,0.372,0.623,1.754,0.784,0.731,0.118,0.648,0.347,0.407,1.043,0.627,0.762,1.634,0.552,0.214,0.84,0.384,0.083,0.457,0.985,0.306,0.253,0.472,1.954,0.149,0.358,0.822,1.795,0.313,0.323,0.081,0.319,1.137,0.424,1.551,0.882,0.934,0.315,0.652,2.1,0.539,0.381,2.453,0.372,0.433,0.919,0.461
0.085,1.167,2.41,0.191,0.007,0.549,1.246,1.054,1.781,0.681,0.393,1.146,1.523,0.633,0.246,0.467,0.23,0.829,0.555,1.145,1.069,0.501,1.369,0.867,1.102,0.443,0.259,1.773,1.14,0.544,0.7,0.183,1.243,1.74,0.049,0.323,0.116,0.768,0.553,1.632,1.502,1.557,0.765,0.259,0.648,0.568,1.607,1.453,0.194,0.637,1.171,2.763,1.304,1.669,0.854,2.002,1.013,0.195,1.052,0.086
0.415,0.714,1.428,0.003,0.059,2.267,0.818,1.525,1.045,0.792,0.522,0.723,0.871,0.893,1.675,0.192,0.293,0.3,0.879,0.416,0.535,1.102,0.047,0.186,0.124,0.481,0.234,0.721,0.045,0.675,0.374,0.421,0.809,0.699,0.946,0.433,0.82,1.04,1.387,0.767,1.614,0.685,1.32,0.166,0.384,0.341,1.79,0.843,1.087,1.547,0.144,0.445,0.781,0.678,0.058,2.332,0.048,1.435,0.278,0.391
1.235,1.26,2.451,0.386,0.149,1.077,0.665,1.011,1.402,0.137,0.452,0.099,0.041,0.695,0.221,2.287,0.541,0.376,0.198,0.799,0.227,0.551,0.776,1.455,2.011,1.088,0.743,0.613,0.109,0.438,0.792,0.633,0.299,0.366,1.327,0.971,1.16,0.466,0.601,0.37,0.662,0.839,0.854,0.317,0.134,0.857,0.056,0.497,0.35,0.07,1.183,0.482,0.428,1.299,0.249,0.82,1.028,0.338,1.043,0.317
0.434,1.073,0.944,1.158,0.52,0.949,2.122,1.196,1.373,2.744,2.438,0.855,0.145,1.644,1.012,0.084,0.731,0.14,0.155,0.337,0.964,0.974,0.603,0.594,0.775,1.563,0.572,0.239,1.132,0.743,0.235,0.541,1.036,0.185,0.805,0.568,0.278,0.23,2.093,1.116,2.961,0.782,1.364,0.132,1.191,0.304,2.098,1.003,0.4,1.607,0.512,0.357,1.336,0.553,0.914,1.151,0.796,1.887,1.268,0.104
3.111,0.159,0.093,0.219,2.17,0.254,1.246,0.126,1.147,0.599,0.175,0.509,2.6,1.269,0.224,0.284,0.348,0.689,0.739,0.356,0.673,0.728,0.342,0.628,1.628,1.222,1.71,0.297,1.541,0.214,0.053,0.537,0.344,0.005,0.202,0.347,1.377,0.037,1.036,0.529,0.775,1.63,1.335,0.34,1.399,0.344,0.163,0.771,1.601,0.693,1.258,1.593,0.045,1.63,2.0,0.304,0.312,1.253,2.085,0.437
0.641,1.592,0.47,0.512,1.127,1.322,0.109,0.758,0.816,3.026,0.107,1.067,0.105,1.097,0.709,1.061,0.464,0.029,0.908,0.58,0.494,0.883,0.259,0.146,0.271,0.954,1.011,1.044,0.485,0.275,0.17,1.99,1.273,0.008,0.422,0.447,0.567,1.274,1.288,0.327,1.445,0.711,0.619,0.548,1.054,0.762,0.854,0.768,0.005,0.034,0.024,0.361,1.404,0.1,0.367,0.845,1.948,0.732,1.339,0.901
0.501,0.098,0.416,1.853,1.443,1.354,0.124,1.131,1.476,2.372,0.123,1.218,1.909,0.234,0.889,0.626,1.472,0.229,1.214,1.605,0.354,0.066,0.504,0.969,0.762,0.575,1.698,1.272,0.205,0.251,1.449,1.435,1.135,0.15,0.38,1.857,1.988,0.437,0.125,0.404,0.495,0.886,0.154,0.383,0.145,1.812,0.323,0.195,0.766,0.79,1.664,1.765,0.5,1.723,0.878,1.545,0.42,0.151,0.358,0.101
1.06,0.102,1.839,0.792,0.713,0.709,0.73,1.659,1.139,0.277,0.152,1.899,0.793,1.279,1.065,1.463,1.268,0.118,0.837,0.093,1.223,0.398,1.446,1.46,0.095,2.54,0.805,0.122,0.199,0.239,0.722,0.12,0.088,0.5,0.118,0.514,1.212,0.171,0.447,0.68,2.046,0.812,0.692,0.177,1.323,0.214,1.09,0.889,0.137,0.613,0.169,0.698,1.957,0.672,0.572,1.395,0.485,0.573,0.498,0.633
1.21,0.354,0.806,0.424,0.456,0.567,0.336,0.692,1.987,0.701,0.505,1.696,0.351,0.808,1.465,0.22,0.302,3.368,0.247,1.501,0.199,0.673,0.774,1.19,0.916,0.397,0.765,0.45,0.406,0.667,0.102,1.131,0.307,1.906,0.583,0.321,1.557,1.478,0.423,0.992,0.055,0.106,0.13,0.599,0.72,0.745,0.262,0.898,1.805,0.747,1.461,0.593,0.221,1.927,0.095,0.451,0.859,0.79,0.151,1.447
0.896,1.153,0.661,0.003,0.355,1.068,1.703,2.002,0.413,1.376,0.005,1.028,0.015,0.604,0.206,0.09,1.917,1.282,1.107,0.218,1.97,0.215,1.72,0.175,0.15,0.244,0.166,0.087,0.695,0.411,1.062,1.686,0.066,0.985,0.349,0.417,0.857,0.75,0.359,0.698,1.727,1.367,0.484,0.65,1.278,0.208,0.975,1.816,1.139,0.283,0.482,2.192,1.825,0.834,0.762,0.514,1.544,0.949,0.737,0.621
1.3,3.22,1.885,1.799,0.223,1.315,0.187,0.647,0.804,0.014,0.205,1.59,2.158,0.216,1.192,0.674,0.082,0.167,0.346,0.203,0.543,0.808,1.042,0.406,0.158,0.454,0.946,0.105,0.136,0.157,0.469,0.161,0.203,0.205,0.53,0.875,0.736,0.84,1.441,0.205,0.422,1.119,0.865,1.995,0.032,0.411,1.034,1.617,0.779,0.636,1.04,1.489,0.85,0.376,0.058,0.218,0.319,0.076,1.908,0.157
0.576,1.648,0.092,0.559,0.459,0.091,1.223,0.068,0.923,1.397,0.189,1.257,1.315,0.833,1.49,1.904,0.147,0.797,0.184,0.301,0.389,0.56,0.226,0.277,1.531,0.304,0.922,0.804,1.217,0.553,0.649,0.452,0.185,0.331,0.895,0.61,1.567,0.066,0.31,1.517,1.013,0.474,0.323,0.109,0.161,0.637,0.127,0.048,0.06,1.133,0.156,1.384,0.058,2.487,0.852,0.659,1.872,0.712,1.25,0.449
1.581,0.624,0.637,1.429,1.219,1.097,0.34,0.822,0.425,0.128,0.218,0.865,1.143,0.092,0.36,0.801,1.72,0.932,0.383,1.211,1.091,1.322,0.811,0.727,0.1,0.138,0.314,1.612,1.162,0.88,0.313,0.195,1.264,1.237,0.776,1.144,0.539,0.424,0.151,0.442,0.275,0.378,3.457,0.008,0.314,0.165,0.691,0.279,0.6,1.398,0.367,0.572,0.019,1.387,2.793,2.631,0.499,0.19,1.613,0.973
0.385,0.832,0.373,0.835,0.698,0.291,0.416,0.294,0.754,0.027,0.861,0.544,0.952,0.845,0.942,0.464,0.59,0.47,0.397,1.038,1.495,1.587,0.304,1.009,0.446,0.343,0.223,1.325,0.946,0.95,0.043,0.252,0.456,0.636,1.625,0.686,1.11,0.222,1.983,0.373,1.272,0.017,0.637,1.323,0.838,0.554,1.828,0.038,0.732,0.743,0.405,0.616,1.475,1.83,0.233,0.372,1.107,1.328,1.583,0.885
2.116,0.186,1.204,0.195,0.335,0.557,0.534,0.234,0.182,1.208,0.015,0.36,0.225,1.228,0.067,0.179,0.577,0.971,1.473,1.017,1.135,0.625,1.13,0.382,1.668,1.634,0.728,0.048,0.574,2.558,1.056,1.013,0.171,0.702,0.826,0.17,0.157,1.201,0.917,0.317,0.008,0.902,0.699,1.123,1.762,0.403,0.887,2.847,0.483,0.801,0.371,0.236,0.29,0.291,0.605,0.293,1.981,0.352,1.793,1.985
1.562,1.283,0.403,1.873,1.911,0.132,0.491,0.05,1.579,0.839,0.615,0.199,0.892,0.423,1.062,1.061,1.209,0.824,0.339,1.755,0.041,1.151,0.302,0.517,0.445,0.136,0.928,0.027,0.514,0.916,0.614,0.177,1.059,0.747,0.992,0.016,0.628,1.124,0.359,0.131,0.892,0.117,1.254,0.165,1.375,0.438,0.948,2.066,1.397,0.724,3.468,1.239,0.39,1.391,0.219,2.65,0.025,1.635,1.07,0.95
0.853,1.085,0.586,3.25,0.647,1.902,1.996,0.446,3.227,0.266,1.398,0.258,1.12,2.408,0.842,0.237,0.115,0.689,0.451,0.746,0.459,1.47,0.308,1.594,0.246,1.055,0.313,0.516,1.174,1.043,0.463,0.485,0.467,1.422,1.59,1.334,0.202,0.864,0.021,0.119,0.78,0.059,0.255,1.614,0.93,0.175,1.24,1.173,1.379,1.497,0.749,0.252,0.506,1.072,0.189,1.473,1.261,0.799,1.652,0.179
0.936,0.687,0.042,1.267,0.689,0.926,1.338,2.021,0.565,0.934,0.038,0.085,0.365,0.677,0.159,1.807,1.224,1.687,0.31,0.179,1.137,1.434,0.207,0.608,0.242,1.074,0.925,0.675,0.188,0.621,0.394,0.686,1.245,0.509,0.038,1.295,0.897,0.041,0.798,0.482,0.898,0.57,0.902,1.191,0.713,0.306,0.047,0.336,0.558,2.007,0.714,0.681,1.291,0.666,1.761,2.22,1.604,1.87,0.581,1.33
0.015,2.528,2.734,0.946,0.677,0.994,2.034,1.052,0.712,0.521,0.597,0.247,0.112,0.543,0.5,0.284,0.059,0.098,0.631,0.704,0.154,0.667,0.143,0.565,0.857,0.251,0.399,0.578,0.022,0.191,0.033,1.026,0.232,0.782,0.136,0.895,0.492,0.675,0.704,0.049,0.413,0.131,1.471,1.109,0.895,0.323,1.984,0.945,0.878,2.37,0.498,1.442,1.404,1.503,0.558,1.059,0.223,0.314,0.723,1.19
0.249,0.886,2.069,1.505,1.845,0.972,2.071,0.713,1.342,1.687,1.252,0.439,1.257,1.273,1.068,0.049,1.473,0.136,0.956,0.696,1.409,0.666,0.546,0.305,0.297,1.274,0.086,0.651,0.612,0.119,0.23,0.001,0.418,0.021,0.574,1.299,0.421,0.809,1.703,0.07,0.51,0.184,0.816,0.37,0.747,0.837,0.637,1.767,0.109,0.313,1.327,0.084,1.45,1.18,2.478,1.431,0.708,0.428,2.393,0.393
0.507,0.555,1.038,1.966,0.14,0.899,0.669,0.727,1.037,0.654,0.372,0.603,0.184,0.146,0.452,1.641,0.731,0.748,0.55,1.284,0.196,1.336,0.45,0.116,0.39,0.787,0.556,0.353,0.762,0.49,0.55,1.298,0.169,0.825,0.13,0.255,0.751,0.558,0.564,0.433,1.303,0.411,0.836,0.529,1.813,0.273,0.803,0.312,0.103,1.017,0.446,1.633,0.06,2.792,0.269,0.475,0.612,0.315,1.463,0.656
0.568,1.149,0.906,0.253,0.726,1.916,3.491,1.015,0.521,0.596,0.285,0.201,0.022,1.304,0.193,1.045,0.255,0.297,0.321,0.786,1.107,0.574,1.77,0.287,1.195,0.749,0.502,0.262,0.31,0.583,0.415,0.516,0.471,0.849,0.309,0.832,0.259,0.281,0.854,0.321,0.169,1.606,0.91,0.127,1.199,0.158,2.397,0.52,0.566,0.386,0.114,0.094,0.552,1.124,0.262,1.381,0.988,0.193,0.024,0.042
0.493,0.881,1.074,0.484,1.139,0.465,0.952,0.843,0.2,2.239,0.612,1.046,1.005,0.367,0.258,0.48,1.288,0.298,0.567,0.763,1.309,0.405,0.25,0.046,0.543,0.801,0.531,0.38,0.835,0.723,0.405,0.822,0.481,0.397,0.764,0.72,0.366,0.071,1.591,0.665,1.455,0.829,1.163,0.62,2.052,0.466,0.724,1.334,1.179,0.386,0.953,1.401,0.094,1.109,1.072,0.605,0.933,1.721,0.263,1.296
0.602,0.006,2.246,0.912,0.053,0.085,1.157,0.997,0.27,0.261,1.564,1.105,0.018,1.711,1.75,0.008,2.035,0.343,0.142,0.461,0.559,0.453,0.973,0.883,0.631,0.526,0.442,2.079,0.199,0.777,1.551,1.297,0.286,0.077,0.094,0.034,0.241,1.232,0.424,1.341,1.418,0.574,1.22,1.394,1.068,0.223,0.701,0.172,1.531,1.031,0.967,0.309,0.804,1.811,1.118,0.588,1.033,0.797,1.373,0.032
0.462,1.255,0.128,0.51,1.078,0.05,0.676,1.088,0.247,1.393,0.663,0.141,0.687,0.074,0.561,0.711,0.69,0.12,0.633,0.671,0.248,0.263,1.489,1.019,0.747,1.184,0.012,0.763,0.561,1.038,1.206,0.821,0.193,0.871,0.172,0.862,1.064,0.048,1.414,0.443,0.786,0.327,0.78,1.384,0.361,0.229,0.914,0.769,0.419,0.623,0.889,0.504,0.655,1.738,0.649,1.253,0.236,0.797,0.832,1.764
2.018,2.81,2.667,0.558,0.797,1.269,0.291,1.02,1.767,0.844,0.484,0.445,0.407,0.811,0.628,0.693,1.404,0.857,0.553,1.73,1.339,1.975,0.239,0.287,0.501,0.364,0.696,1.053,0.537,0.411,0.167,1.085,0.553,0.353,0.746,0.495,0.062,0.223,2.027,0.073,0.796,0.225,0.303,1.637,0.603,0.756,0.426,0.565,1.022,1.838,0.51,0.314,0.496,1.76,0.589,0.669,0.465,0.835,1.784,0.048
1.62,0.202,1.309,1.033,1.026,0.532,1.438,0.182,1.81,0.388,1.022,1.234,0.282,0.612,0.808,0.532,0.951,0.992,0.862,0.512,0.625,0.658,0.072,0.476,0.667,0.954,1.496,0.394,0.277,0.715,0.177,0.491,0.732,0.804,1.378,2.071,0.052,0.235,0.722,0.42,0.441,0.622,0.038,0.893,0.993,0.227,0.748,1.614,0.958,1.022,0.359,0.241,0.105,0.292,1.934,1.1,0.139,0.645,0.484,0.339
2.242,0.289,0.597,1.338,1.164,0.288,1.044,0.789,1.047,0.489,0.515,0.09,0.289,0.365,0.657,1.412,0.546,0.521,1.461,0.942,0.976,0.148,0.959,0.143,0.957,0.331,1.247,0.037,1.274,0.26,0.74,0.574,0.684,0.387,0.208,0.133,1.128,0.278,1.023,0.123,0.832,1.132,0.686,0.536,0.978,0.04,0.174,1.339,0.436,2.148,1.694,1.175,1.107,1.134,1.537,0.765,0.479,0.126,0.125,1.678
1.588,0.062,1.001,1.883,0.792,0.137,1.646,0.116,1.889,0.309,0.718,0.805,0.473,0.002,1.761,0.319,0.835,0.558,1.613,1.678,0.392,0.361,0.045,0.611,1.901,0.056,0.111,0.643,0.538,0.776,0.034,0.127,1.729,1.129,1.972,1.458,0.283,0.469,0.549,1.07,2.027,0.351,0.68,1.583,0.678,0.102,1.216,1.101,0.232,1.581,0.439,0.114,0.527,0.228,1.29,0.129,0.327,0.691,1.309,2.543
0.069,0.343,0.99,0.257,0.531,0.903,0.205,1.413,0.902,0.38,1.339,0.629,0.466,1.188,0.153,0.995,0.575,0.589,0.655,1.07,0.761,0.616,0.76,0.244,0.162,1.0,0.125,0.038,1.309,0.256,0.16,0.084,0.049,0.382,0.686,1.499,1.166,1.222,0.571,0.575,1.088,1.707,0.843,0.135,0.752,1.785,2.098,0.51,0.986,0.365,0.691,0.526,0.349,0.357,0.321,2.881,0.288,0.191,0.106,1.129
2.266,1.552,0.186,0.078,0.409,1.631,1.156,0.027,1.158,0.626,0.096,0.749,2.092,0.154,0.537,0.359,0.793,0.26,0.993,0.339,0.148,1.286,1.185,0.198,0.616,0.031,2.104,0.21,1.881,0.031,0.139,0.273,0.832,1.123,0.164,0.776,0.951,0.215,0.757,0.008,0.829,0.91,0.661,0.073,0.521,1.985,0.545,2.329,0.601,0.173,0.623,1.372,1.206,0.412,0.087,0.794,1.299,2.34,0.566,1.136
1.499,1.682,1.154,0.533,0.501,0.039,0.824,1.802,0.321,1.055,0.298,0.442,1.355,0.187,0.122,0.157,0.828,0.339,0.442,0.466,0.617,1.013,0.846,1.6,1.437,0.037,1.006,0.027,0.519,0.319,0.792,0.924,0.255,0.269,0.536,1.164,0.955,0.739,0.581,0.678,0.263,0.685,0.648,1.211,0.134,0.539,0.182,1.471,0.465,0.882,0.555,2.156,2.174,0.027,0.425,1.374,1.087,0.461,2.598,0.646
